the_geom,district_agency,districts,shape_leng,shape_area,province_territory,status,objectid,cartodb_id,created_at,updated_at
0106000020E6100000010000000103000000010000000B0000009CFF065031E05140D86D87E826E040400B0B07D8C9E2514010F87B752CDD40408C0084F964E5514010D4E24FEBD6404024F119FA26EC514090D5339C1ED4404040B77ED0E0F15140F0DFABF50DD7404048E0EB3253F55140F78270D306CE4040E0A9FF7FAAE651406009000049C5404044B0871187E65140084C83DF3DCD40408F0E3D9D4AD95140685CC49862D34040C00075675DD65140982C7B27CDE140409CFF065031E05140D86D87E826E04040,FR Kohat,FR Kohat,1.709675,0.044033,Federally Administered Tribal Areas,FR,48,46,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000006000000D8BC2E37FF9F5140B86798E0144D4040F845E4ECDB965140E00DADD29749404028CAAC9C2B92514048B6AC54D3514040C4FF2001D8975140981D1EB2925A4040E48AFF3F9B99514038A9FFFF485D4040D8BC2E37FF9F5140B86798E0144D4040,FR Lakki Marwat,FR Lakki Marwat,0.601421,0.017931,Federally Administered Tribal Areas,FR,49,47,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001B00000008E983CC9DEE5140C08F070672194040B874FC02D8F15140A07E4932C0114040007708953CF1514058FB180E030640403FC282DAECE75140B042654BCFD93F4058A17CC2C9ED514020140F17F1CF3F40F026559C47F05140CF941AD429B23F40DCB9F05E4AFF5140C030BA100B883F40B319B399870152405F5169EFC8543F40C496336769FF51403FE01655CB403F408802C120C8F75140B06A0EB883433F4058D762A2E9F0514010C5C0DC3C283F404C908F4B75E2514010BAC22B1F3E3F405467201767DC51404F9CB9CE0C273F4034F7807F8BD351400067E73F44263F40C40B98C658CC5140609B9489F94F3F40771D6D4396CC51407065E3FF0C5D3F40701B012900C65140705E523DAC613F40E404E84977B551407F00C4290D623F404C80002021B9514000A5FFBFF56F3F40140E00807BB851400F1302204AA33F40B0150040E1C35140C03800C0BFE13F40BFFBFF9F2DC75140984301E098144040089829DC27CB514058932C613C1A404024C0474D8DD45140584DFE6C4316404060346D3A7FD55140387EDADEE219404098DDFB6987E15140F0AD61145C1C404008E983CC9DEE5140C08F070672194040,Bhakkar,Bhakkar,4.689864,0.805751,Punjab,District,94,92,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001D000000048584039EA25140304ADF4B96AC40409485E9E91FA8514028BBC9D84FA140408C2FDF1737A15140780F28C67A98404084CAEB4A8E9A514050A81EB45D8740407CE418E58994514060F1978A8864404083BD61A0BA9051407FC97713725D40404CCEB6975C895140F87F035B9A5D4040E893FA4A4283514000B72ACC91554040806D112EC17E514038A178520E5A404078754F99D975514060D2E4E92554404050600023F36D5140D8CBA9415D5B4040B4E1A9987F665140F01D8FE91C52404070B67C641967514030AE1BC68F4B4040B444007F45605140A728A929B14740406CE8D1C4435A5140509362019C4D4040FC1607FCE05C5140609E49F7E25440403C5B35214B595140C0246C240B644040D87A965AF461514038906CE83A6E40408CFD8E7F7D5F51408F8B81F5A9784040ABAFDD5E74605140F0255D7AB78340405825649D1F65514090B6B4207D8C4040A37356B6306E514090B72056E88B4040D82D338656725140B8784B5A539040406B75E7BB08785140877B30F93F8C404064DD0C1A7A815140F853A4A856924040C0E9AC5D4E845140D0B5CE7A549B40400801649AF7895140E06C2E1F509C40403C8F2109BF945140C74C24189CAA4040048584039EA25140304ADF4B96AC4040,North Waziristan Agency,North Waziristan Agency,3.885018,0.475396,Federally Administered Tribal Areas,Agency,55,53,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000022000000F893C24EAF98514018040F8EFF614040C4FF2001D8975140981D1EB2925A404028CAAC9C2B92514048B6AC54D3514040FB6B6E2DC68C5140CF042C3520504040080090602B8751402019E77A2243404094447A0FC483514018F03120841E40404BD230072986514008893585AB1B4040CC6CFF9FF587514068C7FF3F1F0340408FD2E305B68B5140D814BA11D20040407B6F0708918D514020DB9332C0D03F4044742E87367D51406F661851FEE43F40680600E0C57651402079FCBF5DE43F40901600805A78514020C9014051FB3F4034CA004039735140101601A0E30240409C0D00208F765140D8A80000E10C4040B082A6B87D6B5140DF40BB3856094040C8CE2C29F4625140D1161589E9F43F402853FFBF7A615140C0DE01E0C0F93F40ACDACCF6895451404FD1621DAFF33F4098EC213C7651514010B94B2B54134040A7C7E53BF95151407055DC0B9E2D4040A04F269C674F5140A89CBDC80E3B4040743855D940525140303062C0384440406CE8D1C4435A5140509362019C4D4040B444007F45605140A728A929B147404070B67C641967514030AE1BC68F4B4040B4E1A9987F665140F01D8FE91C52404050600023F36D5140D8CBA9415D5B404078754F99D975514060D2E4E925544040806D112EC17E514038A178520E5A4040E893FA4A4283514000B72ACC915540404CCEB6975C895140F87F035B9A5D404083BD61A0BA9051407FC97713725D4040F893C24EAF98514018040F8EFF614040,South Waziristan Agency,South Waziristan Agency,4.831869,0.596064,Federally Administered Tribal Areas,Agency,57,55,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001A000000CF6A44624DAF52406066294A45DC4140D7B9FA169AB752404060810C7CD9414054ACA80167B55240988C7035E7CC41408CEFC7C8AFCA524050CB33C8D8AA4140A0F0BA55E6CA5240486D475C039D414078898DFE8DCD52409042AD68529841401C7CA51884CD524058B49403C7794140FC0C9C68ADC65240C0AD24174973414094F8259807CF5240A871FD84D96641400C8672DE6ED05240C77CF2A21558414094350C4A45CD5240683E95E4BA5241403C4C5B1B33C1524078F13BA21C52414000717E2C5AB75240D8907A0B08574140006D00E041AE524040A6FF3F336E414084F3FF9F9BA65240C0FEFF1FAC754140FF8A0080C6A45240A82401A063824140F8FCF11D029C52405063DA27CB90414020126E110E9F524010343F29CF9B4140E41979ABD9A85240C03F109525A1414050F4A981D1AE5240E057AB5730B14140D4E8718B16AD524028DC1C8836BD4140B8D8994F6CA75240F0DCA949E4CF41404407D19473A9524068041EE3BEDA4140FBB5C4E9E1A75240A042A0AB3EE54140EBA9A6D827AF52406081B44422ED4140CF6A44624DAF52406066294A45DC4140,Astor,Astor,4.400488,0.507672,Gilgit-Baltistan,District,58,56,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000035000000F8FBF6BCC1FC52408833341E74094240B85273B6B5FE52401870B9F92004424024B431F17706534008342DE77A024240902426265B0A5340F85C48B36BF44140A4F8E5933909534020795E74C3EA414014AF2003731B534088CD4F321BED41406CDC4B7FF7225340289A4AF4C4F54140B8D1031D142653406892767CC6F24140942961F9D4255340CFB3566BF2E2414048D89C65312C5340E0866C01CDDF4140C8B7E13F8D305340D0B0821B0FD44140B4CA8E602A365340F075ABF9A1D54140B47805299D39534060C682A03ECF41405CA0D717FF35534060C04C46EDCA414048C59E9CB02E5340008F384804B641408F17284FE1295340B85CA9F1B8C34140B4F6EEAB881C5340004E1F3B07D84140647C24549F0E5340901F09E306CC4140B4C1C16BFF095340F00B6A29EAC24140C33F16480D0153401068573A45BB41405472E5E9C4FF52405F5CAE1405AE4140F4274B0D78FA52400F610848DA9C41409816082646FF5240A0ACEC014493414077DEA1A84219534058507680B881414077C94F80F81E534048A29758856541407413289D3B1453409830E4F5A55D4140ACD440421B0A5340606A474A5B5241402FFFAB615502534020C2EF44CB5541403FBF3B04F3EF524040318ECC064241406489A44047D95240584D4E683F46414094350C4A45CD5240683E95E4BA5241400C8672DE6ED05240C77CF2A21558414094F8259807CF5240A871FD84D9664140FC0C9C68ADC65240C0AD2417497341401C7CA51884CD524058B49403C779414078898DFE8DCD52409042AD6852984140A0F0BA55E6CA5240486D475C039D41408CEFC7C8AFCA524050CB33C8D8AA414054ACA80167B55240988C7035E7CC4140D7B9FA169AB752404060810C7CD94140CF6A44624DAF52406066294A45DC4140E0D90D312DB5524070CEE9EF13E14140187A07D2DBBD5240808CC254AFEE4140800F974C32B952401076CAEA8B004240A0B513EE92BA5240C0EB4DB02D0542400474F0213EC95240E8DFB45CCE084240D0B827FD68CC5240E0D51274851842400CDFC8464BD5524087644FA7631F4240E482B34A18DF5240A0D42DFD00124240F446A7A5B6EB5240D85F9534D01142407CD01044DAF152409F468EBE28024240B8A4780A68F75240B0DC7F627C024240F8FBF6BCC1FC52408833341E74094240,Skardu,Skardu,9.022782,1.834008,Gilgit-Baltistan,District,59,57,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002000000000D543A57C7C52401048B10CC2EC4140A0104D44CE8A5240584CC6FF52DB414080DA2E06EC8E5240E72B28F392D0414004EE432C789852405823AE104BC94140780AEACA44A252408867154475C94140B8D8994F6CA75240F0DCA949E4CF4140D4E8718B16AD524028DC1C8836BD414050F4A981D1AE5240E057AB5730B14140E41979ABD9A85240C03F109525A1414020126E110E9F524010343F29CF9B4140F8FCF11D029C52405063DA27CB904140F8E1FF3F01985240D0ECFF3FD78741401BC7FF9FE88F5240581700C00985414013A8D6196B8752403864116CC08F414004706C586C7D5240181CB68F489741407C30B67FFD715240A8505338CA9E41409018923BC16E524020E44C8B1F9C41406796657DEC6C52404885F8FF85B241406CBE08FE226D5240E077208DCDB3414007CFAC056573524018B00FF563C04140B44C8AFC0963524058A42640CAC6414084DB30C6386252401F814643D3C64140D83ED7BBEE525240B8BBBF74C2CD414060DFA23A8047524010BA077C81DE414014A89981F547524018F26C9B39EB41402CEEE1613E5052409036DDAE68EE41407C3093C408515240505F77E351F841406C92795E15555240886F7DD33EF9414018C2DFF8095A52409041B87F2FF14140A03B088E1D615240C847BD78DEED414030ADED484B755240506FBDDB78F0414000D543A57C7C52401048B10CC2EC4140,Diamir,Diamir,4.906035,0.692399,Gilgit-Baltistan,District,60,58,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001B000000B47805299D39534060C682A03ECF414098944E7FEF43534070B446D257CC4140800F56C6584C534098D2411292C241406BD658B58253534030873F6849C54140A4B26F4620585340A8FAC3562BBD4140186ECC6B08615340100F2A91D3BD4140F05869C6076C534090DA18B57FB941408CDD771D1048534080FC35B2808541402CB1CCE6E140534037533FD77E84414008F35624A64053402897ACA8677A4140AC31C9E43D37534068DF5057447C414050D7ADA6F52F5340C0209BC49A764140907559FEA82F534008F43621206C414030066223FC2A534098E2A02DF360414077C94F80F81E534048A297588565414077DEA1A84219534058507680B88141409816082646FF5240A0ACEC0144934140F4274B0D78FA52400F610848DA9C41405472E5E9C4FF52405F5CAE1405AE4140C33F16480D0153401068573A45BB4140B4C1C16BFF095340F00B6A29EAC24140647C24549F0E5340901F09E306CC4140B4F6EEAB881C5340004E1F3B07D841408F17284FE1295340B85CA9F1B8C3414048C59E9CB02E5340008F384804B641405CA0D717FF35534060C04C46EDCA4140B47805299D39534060C682A03ECF4140,Ghanchi,Ghanchi,5.130986,0.859157,Gilgit-Baltistan,District,61,59,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002C000000DC43EF73E5825240C84C4454186A424024A98029078D524060EB5205825642400C4AA4CD47945240407290604950424080F1DA843188524017486946E5424240000576782C85524090AA2F7954304240AF7CD97EFD81524058DFB48D5E2142409C8A251A9A87524018ED1E6471114240D766C91947855240B077C4B215FB4140038BDA0965805240689D53BD46F9414000D543A57C7C52401048B10CC2EC414030ADED484B755240506FBDDB78F04140A03B088E1D615240C847BD78DEED414018C2DFF8095A52409041B87F2FF141406C92795E15555240886F7DD33EF941407C3093C408515240505F77E351F841402CEEE1613E5052409036DDAE68EE414014A89981F547524018F26C9B39EB4140382119FBE8335240A024763BB9ED414097552771E02E5240E836ED2678EA41404074983C7F245240E0E0E2F49EEC4140241163F910215240774945F6CEF241400F922219ED2052404F885B530CF34140404CF5BB48245240406193FBF5004240C49AF90467215240683676C03E0942404089C10378225240A8EB1C47ED174240D8C6DE2984225240A0A8DFEC161942400F29873D4D24524018C9764AC81F4240CCA82EC0732A5240B0F895FF33214240AC474246C42F52409055C9BBC5284240BCCD72034D305240F8151FF73B294240774D1A86733652405020F43317304240BC6C47FA033852408889AF86F8394240E06462441E3D5240C03CEF89103C4240F80DF183AC445240B8D7FFB9794D42406BC5D7C409435240C0E81202E655424024C91C3E15495240806BAC7C025C4240B0AB4E82BC4E52406844A538D55A4240B8370485C4575240C08854C5E95F424074464579B3765240C81BA2CC5D5B4240A8C59902C775524078697CBE49654240F8C7C806916C5240171AADC8656C4240D8D7015DEE6852405FF127D59D7342407834EB612E76524040835ECC05734240DC43EF73E5825240C84C4454186A4240,Ghizer,Ghizer,6.224834,1.208744,Gilgit-Baltistan,District,62,60,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001C000000C85A3F1C68AB5240A0E89138430C424080ABFAFBA9AB5240B0C426F80C0C424074AF883CFFAB524030A5AB38E60B42402041BFFC44AC524068591C78BF0B4240800F974C32B952401076CAEA8B004240187A07D2DBBD5240808CC254AFEE4140E0D90D312DB5524070CEE9EF13E14140CF6A44624DAF52406066294A45DC4140EBA9A6D827AF52406081B44422ED4140FBB5C4E9E1A75240A042A0AB3EE541404407D19473A9524068041EE3BEDA4140B8D8994F6CA75240F0DCA949E4CF4140780AEACA44A252408867154475C9414004EE432C789852405823AE104BC9414080DA2E06EC8E5240E72B28F392D04140A0104D44CE8A5240584CC6FF52DB414000D543A57C7C52401048B10CC2EC4140038BDA0965805240689D53BD46F94140D766C91947855240B077C4B215FB41409C8A251A9A87524018ED1E6471114240AF7CD97EFD81524058DFB48D5E214240000576782C85524090AA2F7954304240A8279068FF8D524010F9BB72AB164240C495F681A896524018688D728F1542408718E7E3659B524057CDFEB84E0942404B2FB08DB59F5240D81943216F124240B4982ED6F4A65240BF32BB8068124240C85A3F1C68AB5240A0E89138430C4240,Gilgit,Gilgit,3.826429,0.400978,Gilgit-Baltistan,District,63,61,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002E000000F8FBF6BCC1FC52408833341E74094240B8A4780A68F75240B0DC7F627C0242407CD01044DAF152409F468EBE28024240F446A7A5B6EB5240D85F9534D0114240E482B34A18DF5240A0D42DFD001242400CDFC8464BD5524087644FA7631F4240D0B827FD68CC5240E0D51274851842400474F0213EC95240E8DFB45CCE084240A0B513EE92BA5240C0EB4DB02D054240800F974C32B952401076CAEA8B0042402041BFFC44AC524068591C78BF0B424074AF883CFFAB524030A5AB38E60B424080ABFAFBA9AB5240B0C426F80C0C4240C85A3F1C68AB5240A0E89138430C4240B4982ED6F4A65240BF32BB80681242404B2FB08DB59F5240D81943216F1242408718E7E3659B524057CDFEB84E094240C495F681A896524018688D728F154240A8279068FF8D524010F9BB72AB164240000576782C85524090AA2F795430424080F1DA843188524017486946E54242400C4AA4CD47945240407290604950424024A98029078D524060EB520582564240DC43EF73E5825240C84C4454186A424088E30DC427885240E7B527A98E6C424057055702BB89524040B499E7757442407032C043E5905240680DEF17C5734240F4286343629B5240209B3385B27F42402440D55B1CA1524007BA6641DC7F4240782C1B5C33AD5240C860D2A4DA8A4240049EE41420AF5240804EAE0F9F834240885BF7482EBB5240F8F2BE8F3E7D42406815D795CECA524068703665CE8142402C607D4B79CF5240DFEA8526577B42403859FF0942DA52400872159D347A4240B4DF8F2A09DB524008BBFBF2B7634240E840BC6421DD5240A0145C19555C42400C65B6AB32E2524060F8FEFD04634240EC97E84F20EE5240200E26D9226042402C69F93A23FC52402035E122E84C4240208B12C708025340E8593DA470344240A0723D213EFF5240D005771A212D4240A86EE69F57035340E8495FCC6B204240E010F855DD00534008BD9D1A4415424003B05AEFBFFB5240D07EF99959114240F8FBF6BCC1FC52408833341E74094240,Hunza Nagar,Hunza Nagar,6.910112,1.452916,Gilgit-Baltistan,District,64,62,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001B000000F471F256A45F5240E805A7A8B20D4140BC543ABBC4605240804A651C43024140605700C0C459524040CCFF3FEDFC404018D0FFBF32535240D07801A03DEC4040A06D04C7654D524028F18CF975E84040104C6E12834C5240B0F41CD53EED404014A971C5844C524050B3B62D56ED40400088C89DD24B5240B853785E63F340409C4FACCE31465240F024A95357F2404088BA5E5F24465240D8925CE15DF2404060A9FCD34646524038D65F0527F8404028F9BB7A4E465240601DC14351F840403F056BA457485240B0249CE91FFB40400478D58A6248524060E79A7439FB4040086DDF3862455240903AF5EBA3034140203B15BB44455240084667E0B903414003BF7736AB44524048D506E319044140B012B9EC9E445240B847C002260441403068BF0D6C445240380272B25E0E414034CEC82354445240001363868E0E4140776F4DDC313E5240682672506C1741402CD4B2DB2E3E524008366A34801741406C1F9C715D3F5240F0734EDCEE1A4140940BF6108D4C524030474B6F2A1E4140B023AB697B59524070EB8845E12F41400CF718C1BD5D5240883349003C234140F471F256A45F5240E805A7A8B20D4140,Abbottabad,Abbottabad,2.52451,0.160185,Khyber Pakhtunkhwa,District,66,64,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000011000000808F4007555F524060930456B4724140AF19DA1FAC5852408898AE801A654140E0B6D49E5D54524048062514255441409CA5DF80134E5240E87F78CC9F5E4140105B37BE134752401F6656FF6352414064AE2841AE45524028E14A6790484140601DFA1B1A3C5240B0E27F8151484140805A6B51F0395240A048AF8B3E4C41400870C20F17385240782E7FEEF26141407FDE58FBD83F52400FA8E8DE866C414098017D173238524030A23C7E92754140400270F3B1385240482A64A035754140A4404739DA385240A73FBDF0197541401C94B7E64B4352408F9AE7E7D07B414013E8A14E1647524048760AB5C5764140BCE7735283595240B8433C48A0764140808F4007555F524060930456B4724140,Batagram,Batagram,2.27903,0.146275,Khyber Pakhtunkhwa,District,68,66,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000010000000A8FE9051CB0C524040FD47E3A30B414008B0E29AC90F5240805733431C0B4140085556FE5A0D5240B0A38FC857FD4040247E207E020F5240D06D19BB44F340400C4900C0FE0E5240680C00C0A5E44040C04A00E026065240385F016086E440407031F7B7A3005240F88DCF7379DB40409818601F9DFC514048BE5C72DCDD4040E0F3FFBF0BF45140C8FDFEFF59D940405F2600600DF75140A8870080D1DF40400F0913DE24F05140E036607408ED4040F44AD0BF25EE5140D0F17916E40B41401CABDB8442F45140509EE018900941403470532965FC5140689B15BE041241404C0877E140025240A8D1B3874B0A4140A8FE9051CB0C524040FD47E3A30B4140,Nowshera,Nowshera,2.344644,0.168261,Khyber Pakhtunkhwa,District,83,81,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002D0000002481373DF8215240484468424B5A414080E70883E7215240D049432AFA594140508D38F37025524008684D956C514140CC63180296255240F08510A08C514140844318463329524000F24C31CA5241402742551B4029524088F9A6C2CC52414078409CA89B2C524068C3137E8E4F414048857822A52C52404059702A6A4F414028846CAFB42E524060CFD4A8C2444140C0E9AC92002E524068454C51C93A414094684772EF2D5240886630E8A33A4140688CF2D1692F5240D85D526FB82D4140C05DC2E5712F52407057FFC58F2D4140E4F19F46452D5240A7B9170586264140BC3FB0053F2D5240E8C9E415892641407C4735D3F62B5240B07A04C07826414034AB7E8BDE2B524080F7F6897B26414034EB73427A245240E82D9F754B1B4140888815BDA9245240F06D98BE131B414060659F6D9A225240589B24C94A13414030939453911A524078BEE962D617414038156BAA091C52406079DA21711F4140A4AB75F11D1C5240B0BA44598E1F414068211C05031E5240C798E962F7284140A0B03D8F1A1E524038B5E371062941405CD8321CFE1E52403887D09B242C4140805820F0FE1E5240284D980C442C414064744E7CA31B5240E8D6E35CB6304140649EF7328A1B524040736B29CB304140E45175117B1B52401850D97AF8304140C462EC4D7D1A5240584F84546C344140B431C940651A5240A0CA112B6A344140400D8EF4C615524047E204B01F3841409014DE2BA81552408809D596333841404BB6A0CE4E0E524060C22AD0273A4140544EAC8CFB0C5240F835751CB04141409455A969DC0D5240B89DD590B0484140643E673F52165240D8F82895B74F4140509A87BF261B524050D126F73B5841408B13F1332E1E524018A1FE6453564140C73A8442042052405071426A135B4140FFA1D5DD3C2152402081D1915C5A41401CA8F7D1A921524068D3DD16655A4140DC62E5E8F1215240189F85A7575A41402481373DF8215240484468424B5A4140,Buner,Buner,2.344769,0.170621,Khyber Pakhtunkhwa,District,69,67,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000003C000000BCCD72034D305240F8151FF73B294240AC474246C42F52409055C9BBC5284240CCA82EC0732A5240B0F895FF332142400F29873D4D24524018C9764AC81F4240D8C6DE2984225240A0A8DFEC161942404089C10378225240A8EB1C47ED174240C49AF90467215240683676C03E094240404CF5BB48245240406193FBF50042400F922219ED2052404F885B530CF3414018C41EAA26175240D88865CA4AE14140ACBB7F47A812524070CA0329F6E141400C55122BE007524018D0FA9992E44140F4499448DF065240603461E3E0D74140C38138BCBDFC514048E6EB5EFFC94140D4C26FD9ACFC514067CB9B20CFC94140681DE253B2FA514040AD0D80BEC44140681DE253B2FA51403F5EF12192C4414050EEF0E135F75140E8438FA467AE4140A8CE541433F75140B07FEA4348AE414078365FF9D0F3514040D2CF0E74AE4140F0281646FEEF5140485505E7CE9F4140AC33D13E17EB5140C8301FF2929B41405012113B92E3514028EC83930BA84140B871A25A88E9514058339775EAB94140D046133AFAE55140782CD3A3AEBF4140A3283EE52EE75140B81167CA5FC94140D095447FF7DF514058AFBA792ED04140FC9EFB9DFCE2514050D0D46330DC41400C69A2431CD851409816BF3362FA4140AC51C2FFE3CC51405048F06A940442401462345AB5CF5140782DE1DAB60F4240449D50873CD651401FD30C69161642401BB967DF43DC514088C5FA847F2242409098A03B66E4514008ACFD9D2C2A424088328DC197E35140087A84FB3F2F4240743D4C1FFFE9514080C3CF66363D42401872F03DEEF25140881DAAB346334240636F969E40F5514090AC83D3B2404240248EA704DCFB5140372C87E3CA47424000A8DA83CC065240C8E036BF884D42409452AE1E9606524028A1D28A03534240747535B9B90D524080AD09AB05554240FF15C683720F5240BF6FC620726042408C8C05C4B11F5240508F91068763424034DB3DA5FE295240807181A1C76C4240B0F0311B7D385240F0E1F686A86B4240D0CFA37C97445240A8A74F16CC714240D8D7015DEE6852405FF127D59D734240F8C7C806916C5240171AADC8656C4240A8C59902C775524078697CBE4965424074464579B3765240C81BA2CC5D5B4240B8370485C4575240C08854C5E95F4240B0AB4E82BC4E52406844A538D55A424024C91C3E15495240806BAC7C025C42406BC5D7C409435240C0E81202E6554240F80DF183AC445240B8D7FFB9794D4240E06462441E3D5240C03CEF89103C4240BC6C47FA033852408889AF86F8394240774D1A86733652405020F43317304240BCCD72034D305240F8151FF73B294240,Chitral,Chitral,8.32914,1.472802,Khyber Pakhtunkhwa,District,71,69,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000010000000C8C1F388489C52409065C9855D6540403CD5909B1C9D524050F97A683D56404010E97FA084955240474081A8C44B4040A09D5BA06C8D524018306CA5DE464040946CE10CB383524078EBC72FFB3D4040401C6E29C47F524018A9823D5D364040A0A74AC66979524060ACFE41FC324040645D7417C765524088A2ADD1AC5F404080ECE57A89685240683CED6FBC6B4040D42B2E8392735240B053F138238140405C2D7005D474524050D18263B5814040CCDBD5014D7C524010CB3DC4CE824040508944C6207F5240A83D67CD177B40409C4DD5C52894524060065847D16840408050845AC9975240887E14BAB3624040C8C1F388489C52409065C9855D654040,Gujrat,Gujrat,2.574443,0.30476,Punjab,District,100,98,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001B000000089829DC27CB514058932C613C1A4040BFFBFF9F2DC75140984301E098144040B0150040E1C35140C03800C0BFE13F40140E00807BB851400F1302204AA33F404C80002021B9514000A5FFBFF56F3F40E404E84977B551407F00C4290D623F409CF2006095B15140FFA6CA4C454E3F4040B6FF9F1AAD5140202D01C085563F407F620020BDA35140B0D2006014573F4068E0FFFF0D9B5140AFD8FC7FB43E3F40580CFF3F719951402F2DFF5F7E423F4080DCFF5FC69151403F0F0060CEAD3F4060310060258D514010310280EBBE3F407B6F0708918D514020DB9332C0D03F408FD2E305B68B5140D814BA11D20040406CFBEB344F915140B0B197242E0B40405CBB48F167995140601E0D2AC909404004114ECD89A45140802965EB4D114040AC0424EDD5A55140B0A840A8711D40401CAAA9E210AB514050A4877A2323404004EA29EE83BD51407801C7E0A32D4040245F850D33CB5140D0A67499EB38404020458279D8CE5140F812978E8A414040CC9700E0B3D451401063FE9F58444040E4C5FF9FEFD45140F85A0040CD334040CCD900E012CB514048C9FE7F33204040089829DC27CB514058932C613C1A4040,Dera Ismail Khan,Dera Ismail Khan,4.671693,0.702401,Khyber Pakhtunkhwa,District,72,70,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000003E0000000C0061A0B8345240488A9A77542E4140F4F5A2EECF34524018CACB5F272E41400374DED27F36524018900007C4264140C4A9383E83365240301C691B9926414014AD48E406375240D00401F140254140E8B289482A375240C865AE932C2541406C1F9C715D3F5240F0734EDCEE1A41402CD4B2DB2E3E524008366A3480174140776F4DDC313E5240682672506C17414034CEC82354445240001363868E0E41403068BF0D6C445240380272B25E0E4140B012B9EC9E445240B847C0022604414003BF7736AB44524048D506E319044140203B15BB44455240084667E0B9034140086DDF3862455240903AF5EBA30341400478D58A6248524060E79A7439FB40403F056BA457485240B0249CE91FFB404028F9BB7A4E465240601DC14351F8404060A9FCD34646524038D65F0527F8404088BA5E5F24465240D8925CE15DF240409C4FACCE31465240F024A95357F240400088C89DD24B5240B853785E63F3404014A971C5844C524050B3B62D56ED4040104C6E12834C5240B0F41CD53EED4040A06D04C7654D524028F18CF975E84040E03D0040C84A5240400DFF1FFAE64040C8B0FF1F634852401052016041E64040E89FFFFFFF475240C070006081E54040981700A0A63A524070E4FFFF5BDD404010D5FFFFB8385240D81FFFDF3BE14040181300C0DB3852409054FF3F87E14040FC51FF3FB0375240004CFFDFA1E8404070CEFF1FCC3752405849FF5FB7E9404068A1A8029A345240085A41631FEA4040BFAEFF9F4935524078A2FEBFFDEF4040985500605C35524088D4FF5F81F04040C0B700A04B355240F81F01C092F14040846C546948345240F07445F1B1F1404014240000C43352401862FFDFC1F1404028D2FF1F91335240903FFFDF4EF1404050FDFF5F6A31524068E2FFFF5AF940400076FF7F313152408819FFDF89F94040947E00A039295240888400E0C2ED40402849FF5F5A275240E05701C0A0F94040800500C0D6265240787AFFFFF5F94040D7816BBD25235240000273D935FF404020188FD096275240C0255AB532014140ECC2EE28AA2752409783E71C450141408438C69A302B524020CCDC9F27074140ECDF0447972B524088D32D48D6074140CCD39B26A52C5240982BA1436E0A4140B44AE437BE2C5240A86D35A7CB0A4140536FFD1015305240B8DCDDF88D114140FB72BDC117305240D04951F1461241400007EB39E92F5240F819A51743254140C42D8B4FED2F5240688B3DE1C9254140A3FCDACF482D52405802564984264140E4F19F46452D5240A7B9170586264140C05DC2E5712F52407057FFC58F2D414078940E70722F52405F04D10D8D2D4140349005278334524060381944ED2E41400C0061A0B8345240488A9A77542E4140,Haripur,Haripur,3.286533,0.194115,Khyber Pakhtunkhwa,District,74,72,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
